,Tweets,Cluster
322,"Votos totais:
Lula: 52
Satanás: 46,2
Praticamente 6 pontos de diferença, faltando menos de uma semana para as eleições. Vai dar PT!",negative
323,"#LulaPresidente1⃣3⃣: 'se eu ganhar as eleições, espero que Bolsonaro me ligue para reconhecer o resultado'",positive
324,"Bolsonaro pagou mais de R$ 14 milhões em anúncios entre 16 a 22 de outubro, um recorde nos gastos destas eleições na plataforma",positive
325,Posso mandar meu pix no teu privado? Se o Lula vencer as eleições tu me paga um fardo de cerveja dia 30. Se ele perder eu pago um pra ti. Apostado?,positive
326,luLADRÃO diz esperar telefonema de BOLSONARO caso vença as eleições.,positive
327,"Bem estranho não, é impossível e também é impossível o Bolsonaro fazer menos de 59% no Sul",negative
328,"Importante divulgar que se o Bolsonaro ganhar as eleições ele aprovará o que quiser em 2023, pois encontrará um congresso nacional composto em sua maioria por bolsonaristas de Direita. Por isso é extremamente importante eleger Lula para equilibrar as forças em 2023.",positive
329,"Na coluna do 
@wcasagrandejr
:

""O golpe de Jefferson tá em curso desde quando ele se candidatou, mesmo sabendo que não poderia, só pra colocar na disputa um boneco vestido de padre para ajudar Bolsonaro. E agora eles querem tumultuar a semana das eleições""",negative
330,"Entramos na última semana antes das eleições!
Engajem muito sobre política essa semana, vamos virar o máximo de votos que pudermos!
É Lula 13 
Uma ótima semana a todxs ",negative
331,"Sim, o povo vai ganhar as eleições. Vai votar no candidato que quer um País livre, democrático, com direito de ir e vir, de livre expressão, que respeita a sua família,  a sua Bandeira e quer o desenvolvimento da sua PÁTRIA. Tudo isso 
@lula
, tu não gosta, tu não quer.",negative
332,"Bora votar, paulistanos!!!

É LULA E HADDAD!

Prefeitura de SP libera passe livre nos ônibus no segundo turno das eleições",neutral
333,"ligar não ligou, mas quebrou o gelo depois que a poeira baixou. espero que bolsonaro faça o mesmo se perder",negative
334,"BOLSONARO NAO MEXA NO MEU SALÁRIO 
BOLSONARO NAO MEXA NO MEU SALÁRIO 
BOLSONARO NAO MEXA NO MEU SALÁRIO 
BOLSONARO NAO MEXA NO MEU SALÁRIO BOLSONARO NAO MEXA NO MEU SALÁRIO 
BOLSONARO NAO MEXA NO MEU SALÁRIO 
BOLSONARO NAO MEXA NO MEU SALÁRIO
#bolsonaronaomexanomeusalario",neutral
335,"No Proximo Domingo sera as Eleiçoes e ja declarei meu Voto ao Lula mais queria registrar meu Apoio aos Candidatos ao Governo

Alagoas-Paulo Dantas 15
Amazonas-Eduardo 15
Bahia-ACM Neto 44
Esperito Santo-Casagrande 40
Paraiba-João Azevedo 40
Pernambuco-Raquel Lyra 45",positive
336,"O ex-deputado, no entanto, disse entender que Bolsonaro tentará distanciar-se dele até as eleições. Mas, depois, se Bolsonaro vencer, espera ""retribuição à fidelidade"" que diz ter dispensado ao aliado.... - Veja mais em",negative
337,Filha de Roberto Jefferson diz que Bolsonaro estaria ‘estancando crise’ ao chamar seu pai de bandido e mantém apoio ao presidente | Eleições 2022 | O Globo,negative
338,"algo que mexe muito comigo é ver as pessoas abraçando ela nas ruas, esse tanto de gente chamando ela, tratando ela super bem e ainda agradecendo pela posição em relação ao lula e sua postura nessa reta final das eleições, deve ser uma sensação incrível estar em contato com isso.",negative
339,"Eleições 2022: Leia a íntegra da sabatina de Jair Bolsonaro na Record TV

https://bit.ly/3F6q0Fc",positive
340,Vou salvar pra postar na vitoria do Lula,positive
341,"Alguém traz uma água pra esse sr. Ele engasgou com uma verdade. 
#LulaPresidente20221️⃣3️⃣

Em restaurante, Bolsonaro assiste a programa eleitoral de Lula, vê mensagem de Bolsolão e reclama de 'mentiras' | Eleições 2022 | O Globo",positive
342,"Presidente escorrega.
O Lula é um alcoolatra.",positive
343,"Nem o Lula, kkkkkk",positive
344,Mas tu acha que o Bolsonaro perdeu 15% no centro-oeste? Kkkkkkkkkkkkkkkkkkkkkk,negative
345," DATENA disse que nem Loola, nem Bolsonaro podem usar o Jefferson para contaminar as águas da democracia nessas eleições. Porque um dos dois será presidente. Que deve deixa- lo preso e esquecer.",negative
346,"Depois dessa ..  já vou me programar para 2026 esta fora no período da eleição , fazer um mestrado, pós qq coisa para ficar fora dessa loucura. Essas 2 últimas eleições, pós bolsonaro, envelheceram 10 anos nosso povo",positive
347,Que o amor de Deus recaia sobre o ódio que o Bolsonarismo revelou no nosso país. Confiando Nele venceremos essa batalha. Lula presidente.,positive
348,Sim. Era o plano perverso do Roberto Jefferson e Bolsonaro há uma semana das eleições.  Ainda bem que a polícia não revidou!,negative
349,"A gente sabe que isso não vai acontecer: é golpe ou fuga.

Lula: 'se eu ganhar as eleições, espero que Bolsonaro me ligue para reconhecer o resultado'",negative
350,"Como analisar o melhor candidato de forma simples e rápida

Qual foi o escolhido?

Vem para mais!

#eleicoes2022 #eleições #lula #lula2022 #bolsonaro #bolsonaro2022 #pt #pl",positive
351,"Bolsonaro vai virar......

Presidiário.",positive
352,"*A ENQUETE MAIS IMPORTANTE DE TODAS ESTÁ LIBERADA. PARTICIPE!*

*Na sua opinião, as interferências do TSE e de Alexandre de Moraes em favor de Lula seriam motivos suficientes para anular as eleições presidenciais?*

https://portalnovonorte.com.br/noticias/enquete/60/na-sua-opiniao-as-interferencias-do-tse-e-de-alexandre-de-moraes-em-favor-de-lula-seriam-motivos-suficientes-para-anular-as-eleicoes-presidenciais-…

COMPARTILHE",positive
353,"Começa a 'debandada' de grandes empresas na Colômbia...

Fazem apenas dois meses que o ex-guerrilheiro Gustavo Petro venceu as eleições na Colômbia.

Esquerdista radical, ele foi parabenizado por Lula e pelo PT.",positive
354,"Lula diz que, se eleito, vai fortalecer repasses e recuperar Sistema Único de Assistência Social | Eleições 2022 | G1  Lula 13 Presidente.",positive
355,"MDA foi um pouquinho melhor, embora a Paraná Pesquisas pegou um pouco melhor o voto bolsonarista. De todo modo, parece já começar a pegar uma tendência de melhora do Lula que até a Veritá pegou no fim da semana passada, sem efeito do Bob Jeff ainda.",negative
356,"AGROECOLOGIA NAS ELEIÇÕES 

 No Assentamento Quilombo Campo Grande, município de Campo do Meio/MG, Ricarda Maria Gonçalves, conhecida carinhosamente como dona Ricarda, vota em LULA.

 Pelo fortalecimento da agricultura familiar e agroecologia, vote 13, vote LULA.",positive
357,Então o amigo da onça n é o Bolsonaro e sim o Lula?To confusa ,negative
358,"Nova pesquisa Atlas aponta que Lula vencerá as eleições:

53% - Lula, o presidente do salário mínimo forte (+ 0,6%)
47% - Aquele ""presidente"" que vai congelar o seu salário abaixo da inflação (-0,6%)",positive
359,Sabe porque a esquerda aposta tudo nestas eleições? Porque será a única chance de Lula deixar alguém não esqueçam que está será a última eleição do Lula se ele não ganhar o PT será extinto.,negative
360,Meu presidente é Luiz Inácio Lula da Silva.,positive
361,"Tem que ter o QI de uma ameba pra equiparar o encontro com o príncipe da AS, com o Lula comemorar múltiplas vezes as vitórias das eleições de fachada que elegeram seus aliados na America Latina. 

Tanto apoiam, que tentaram fazer uma campanha em cima, mas pegou mal e deletaram.",negative
362,"meu presidente é Lula e em breve vai ser o todas, querendo ou não",positive
363,"Atlas sobre a disputa presidencial divulgada neste sábado (1º) mostra o ex-presidente Luiz Inácio Lula da Silva (PT) com 50,3% dos votos válidos, contra 41,1% do presidente Jair Bolsonaro (PL). O primeiro turno das eleições acontece neste domingo (2).",neutral
364,"ATENÇÃO! LULA está tentando se desassociar dos ALIADOS que tentaram extinguir as polícias e que SEMPRE foram seus CUPINCHAS NA CORRUPÇÃO. Estimula a VIOLÊNCIA, ÓDIO diariamente e agora quer tirar o corpo na tentativa frustrada de tumultuar as eleições. NÃO se deixe ENGANAR!",positive
365,"@CNNBrasil
 tcu.faz isso.pra
Prejudicar o bolso e em cima da hora das eleiçóes..ora.tvu.lula",positive
366,Eleições 2022: Lula afirma ser contra privatização de empresas públicas de excelência como a Cemig,positive
367,"Então porque vc soltoubso agora? Vc vive só de falar mal do presidente, tenta mostrar pro  Brasil as coisas boas que seu candidato fez ou vai fazer se for eleito, vcs vão perder as eleições porque vcd estão preocupados com o bolsonaro e não com o Brasil",positive
368,"Live de Bolsonaro | Parte 3 | 22 horas de live | Eleições 2022 https://youtu.be/tDANyRVmi9g via 
@YouTube",positive
369,Fala isso diretamente para o Bolsonaro. Porque o PT tomou um golpe (fatos posteriores já comprovam isso - próprio Temer confessou na Band) em 2016 e voltou para casa. Haddad perdeu as eleições em 2018 e também reconheceu. Quem ameaça a estabilidade democrática é o Bolsonaro.,positive
370,"Muito bonito seu discurso
Segunda feira a gebte volta nele

Roberto Jefferson já foi lula, já foi Bolsonaro e ultimamente é ex aliado de ambos

Mas óbvio q vão jogar nas costas do presidente a merda q ele fez

Então foca nas eleições e em novembro a gente resolve Rob Jefferson",negative
371,Rapaz eu acho  que vamos ter Marília  na frente  por que  faz 2 semana que não tem pesquisa  e o lula não tinha  vindo aqui  em Pernambuco  e nem a Raquel  tinha  recebido  os apoios  dos bolsonaristas,negative
372,Sonhe!! Lula não vai ganhar as eleições! Ele não será presidente! Eu profetizo em nome de Jesus! Bolsonaro,positive
373,Sonhe!! Lula não vai ganhar as eleições! Ele não será presidente! Eu profetizo em nome de Jesus! Bolsonaro,positive
374,Sonhe!! Lula não vai ganhar as eleições! Ele não será presidente! Eu profetizo em nome de Jesus! Bolsonaro,positive
375,Sonhe!! Lula não vai ganhar as eleições! Ele não será presidente! Eu profetizo em nome de Jesus! Bolsonaro,positive
376,Sonhe!! Lula não vai ganhar as eleições! Ele não será presidente! Eu profetizo em nome de Jesus! Bolsonaro,positive
377,"MG é Bolsonaro! # 

#brasil #brazil #bolsonaro #presidente #22 #eleicoes #brasil #br #minasgerais #mg #bh #belohorizonte #jairmessiasbolsonaro22",positive
378,"Independente de serem amigos ou não o que Bolsonaro tem a ver com isso, vcs nao tem argumentos pra ganhar eleições e usam a pior forma, mas os indecisos estão vendo e vão escolher o seu lado, o lado que sofre com injustiça. Por isso vou de Bolsonaro.",negative
379," “Como o mercado faz a ligação dele com Bolsonaro, isso impacta a probabilidade do atual presidente ganhar as eleições porque existe o risco de ele perder votos”, afirma Leonardo Piovesan, CNPI e analista fundamentalista da Quantzed",positive
380,"Vote consciente!

NULO E ABSTENÇÕES

https://youtube.com/watch?v=MhfSM1tMvQU…


Bora compartilhar galera!

#eleições2022 #vote #votoconsciente #votonulo #abstenções #eleicoes #lulapresidente #bolsonaropresidente #lula #bolsonaro #brasil #censura #lutamospelaliberdade #livebolsonaro",positive
381,"Faltando menos de uma semana para a definição das eleições, Bolsonaro dispara na frente do adversário.

O trabalho de conversão de votos em favor da reeleição do Presidente precisa ser feito até o último minuto.",negative
382,"Jornalismo de militante.

Roberto Jefferson e Bolsonaro nao tem nada a ver. Parem de mentir!",negative
383,"Bolsonaro despreza um aliado de todas as horas e acha que brasileiros são imbecis, diz Lula sobre Roberto Jefferson https://brasil247.com/brasil/bolsonaro-despreza-um-aliado-de-todas-as-horas-e-acha-que-brasileiros-sao-imbecis-diz-lula-sobre-roberto-jefferson… ""A desfaçatez com que ele despreza um aliado de todas as horas, que esteve com ele nas eleições,um aliado que esteve com ele ofendendo o STF",negative
384,meu deus eu acho que a minha maior vitória pessoal nas eleições desse ano é ter minha mãe votando no Haddad E no Lula... depois de 2018 eu nunca imaginei que isso seria possível OBRIGADO SY TEBET!!!,neutral
385,lula pfvr ganha as eleicoes meu perfil ta acabando cmg,positive
386,"“Devemos escolher, de maneira consciente e serena, pois não cabe neutralidade quando se trata de decidir sobre dois projetos de Brasil""  https://meionorte.com/politica/eleicoes/bispos-lancam-carta-sobre-2-turno-um-e-democratico-e-outro-autoritario-458102… #lula #e #bolsonaro #eleicoes #bispos #lancam #carta",positive
387,"Após caso Jefferson, campanha de Lula quer ampliar discurso de defesa da paz com foco no eleitor indeciso antipetista.",negative
388," Durante o primeiro debate do segundo turno das eleições presidenciais, Bolsonaro disse que nas comunidades e periferias só existiam “traficantes”.

 Inúmeras pessoas vieram a público para repudiar a fala e mostrar que na favela existem pessoas dignas e trabalhadoras.",neutral
389,"Agora entraram em acordo: Alckmin como vice. Tiram Lula da cadeia pra “ganhar” eleições e, se ela ganhar, descobriremos oq foi combinado: será q é fazer o Alckmin (PSDB) chegar ao poder, depois de anos tentando? Lula provavel/ não governará - ou rompera o acordo e tentará 1 golpe",positive
390,"isso me lembra o dia das eleições lá na casa de mayara que a gente ficou toda hora repetindo ""gays com bolsonaro"" e gargalhando pra crlh cada vez q a gnt repetia",positive
391,Apoiador de Bolsonaro*,positive
392,"Pqp esse programa do Lula para os ias finais das eleições estão perfeitos!!! #LulaPresidente20221️⃣3️⃣ e #HaddadGovernadorSP1⃣3⃣ 

Vote 13! Vote Haddad para governador e Lula presidente!",positive
393,proximo tweet com 1 milhão de likes vai ser o do lula agradecendo ter vencido as eleições,positive
394,"""Pra ti ver"" Twitter é só a 9 rede social mais usada no Brasil, anos luz atrás do FB e IG , então um post em português bater 1M de curtidas é um feito... Nem o PEDÓFILO Bolsonaro com tanto robô ativo consegue",positive
395,"Teto de lula 53 , tá eleito",positive
396,"Abandona Bolsonaro, ele irá abrir a cx preta de sua gestão, o seu 100anos de sigilo pode vir a tona se vc abandonar.",positive
397,Quando que ele vai ser preso? Após as eleições? Só depois que Bolsonaro for reeleito? Tem que começar as prisões para esses infelizes.,negative
398,Pega fogo cabaré kkkkkk e Bolsonaro não vai aumentar o solário caso ele ganhar e vai diminuir o valor das aposentadorias,negative
399,"jkkkkkkkkk não falei do lula, mas enfim  mas eu acho q esse Roberto Jefferson pode acabar c a eleição do bozo",negative
400,"Fica em casa molusco,  ñ vai ganhar as eleições mesmo!   
Ué, bandeira do Brasil? Kd a bandeira da CUT?
Ah, entendi,  essa bandeira q vcs estão segurando e pra tentar enganar,  né? Kkkkk
Mas ñ engana ñ...
O Brasil acordou... Lula,  pt NUNCA,  NUNCA,  NUNCA mais...",positive
401,"O Prefeito de Roma, apoiando o LULA.  O Vaticano não pode falar sobre eleições mas indiretamente apoia O LULA.

CATÓLICOS  DO MUNDO COM LULA.",positive
402,"Vitória! 
Belo Horizonte vai ter TARIFA ZERO nas eleições. 
É a inclusão do povo pobre no direito a decidir as eleições. 
Fora Bolsonaro!!!",positive
403,"essas eleições estão atacando minha ansiedade, eu to a flor da pele desde semana passada 

nao consigo ficar bem, me acalmar, com Bolsonaro podendo voltar ao poder.",negative
404,"Desmentindo o mentiroso, Roberto Jerferson processa o Bolsonaro.
E em rede nacional o Bolsonaro nadou de braçada o Lula faltou o debate.
E por isso que o PT vai perder as eleições o discurso de ódio petista ",positive
405,"Bolsonaro pode estar 1 ponto à frente de Lula, em seu melhor cenário; veja o que diz agregado de 10 pesquisas
#Datafolha #Economia #Eleições",positive
406,"Ué! mas o Brasil Pararelo foi proibido de lançar o filme e VCS dessa CPI do circo podem lançar um livro na semana das eleições, com certeza coisas boas sobre o governo não tem, é visível o desespero da bolha. Bolsonaro será reeleito contra tudo e contra todos.
É Jair ou Já Era ",negative
407,"N era uma coisa q eu imaginava dizer, mas tô com medo, dessa semana, de domingo após o resultado das eleições, do caos q o país pode se tornar, pois independente do resultado vai ter manifestação, confusão, briga e etc. Eu pelo menos se Lula n ganhar n vou aceitar quieta n !",negative
408,"Não esqueceremos que Bolsonaro e Guedes planejam, caso vençam as eleições, congelar o salário mínimo, aposentadorias e benefícios do INSS. BORA DE RT PRA SUBIR A TAG #BolsonaroInimigoDosAposentados",positive
409,"Pois eu só de ve Lula tendo esse delírio de solidariedade se fosse indecisa já na votaria nele, visto que não voto nele e nunca votei, apoia alguém querendo se promover em cima  do dia das eleições e se aproveitar e achar que o povo em é besta",negative
410,Bandidos com Bolsonaro ,positive
411,"Querem atrapalhar as eleições por saber que estão perdidos,  Lula 13!",positive
412,"Aposto uns 
53/54 lula
47/46 Bolsonaro",positive
413,"O próprio inclusive disse da “longa história” deles e q ele estaria trabalhando para reeleição do mesmo. Bem como estava fazendo, né? Mas se  tu quer ser feito de besta e acreditar na mobilização que Bolsonaro tá fazendo pra tapar o sol com a peneira kkkk",negative
414,"Do nada tô mto otimista com as eleições, meu coração diz que Lula abre 10 milhões de votos de vantagem",positive
415,"Apoiador de Lula nas eleições de 2002 e 2006, o cantor Zezé Di Camargo falou ao ConceitoSertanejo por que está do lado de Bolsonaro disparado este ano.
#Bolsonaro22",positive
416,Já foi... Bolsonaro é frouxo,positive
417,"Amiguinho, durante os governos Lula e Dilma xingaram os dois de todas as formas possíveis, a mídia conspirava e jogava notícia falsa todo dia sobre os dois, NINGUÉM foi preso por isso! E não vai ser agora com Lula ganhando as eleições. Já com o ""mito""...já viu, né?",positive
418,"Pesquisas eleitorais há uma semana antes da eleição!

Lula vai levar?

#PesquisaEleitoral #Eleicoes #Lula #Bolsonaro",negative
419,"JUNTINHOS

""O ex-deputado, no entanto, disse entender que Bolsonaro tentará distanciar-se dele até as eleições. Mas, depois, se Bolsonaro vencer, espera ""retribuição à fidelidade"" que diz ter dispensado ao aliado.""",negative
420,"Jeitão de governar da esquerda!

São verdadeiros encantadores de serpentes! Vivem da ignorância que alimentam.

#PTNuncaMais

Aliado de Lula, Fernández garantiu churrasco, mas consumo na Argentina é o menor em 100 anos - Notícias - R7 Eleições 2022",positive
421,"Bolsonaro X Lula - O QUE O GOOGLE SABE SOBRE AS ELEIÇÕES?  Incrível Anál... https://youtu.be/FBZWW-kYr1g via 
@YouTube",positive
422,"A fala não é sobre as eleições, foto como por exemplo a Tebet com Lula?",positive
423,Mn nn e ngm q ta falando isso nao e o proprio lula q apoia ditaduras comunistas e ditaduras querem q ele ganhe as eleicoes pra fzr a america socialista,positive
424,Lula no segundo turno das eleições presidenciais!!!,neutral
425,Isso é jogada deles Janone. Entre Bolsonaro e Jefferson. Ele nega agora o indulto para dar depois das eleições.,negative
426,"Bolsonaro governou 4 anos para uma parcela de fanáticos, o problema é que com apenas essa parcela não se ganha as eleições, e ao tentar acenar para o eleitor moderado ele acaba contrariando os desejos daqueles que sonham com um golpe. O caso do Roberto Jefferson é um exemplo",negative
427,"minha irmã bolsonarista me excluiu das redes sociais pq segundo ela eu posto as coisas pra cutucar ela e isso nos faz BRIGAR ""por política"" 
não tem 1 sequer post meu sobre política em nenhuma rede, mas eu já declarei meu apoio ao Lula nessas eleições

o Facebook dela:",positive
428,"Oxe meu pai nas eleições passada tinha ônibus e o  prefeito sabem quem a pessoa vota ,aí disse não leva aquela pessoa ,agora imagina amigo como seria se houvesse o q o Bolsonaro quer de saber em quem a pessoa votou o que,já tem compra voto vamos volta no voto de cabresto",positive
429,"rsrs, todos com medinho. Tudo na mesma onda, quando acabar as eleições, vão todos babar os ovos do Lula.",positive
430,Vai não vc tá conseguindo virar tantos voto pro Bolsonaro 22 . Fica até acabar as eleições,positive
431,"Bolsonaro comemorava a quantidade de seguidor, achando a Net vota.
Vai perder as eleições por fazer uma semana q não vai pra rua, escreve aí",negative
432,"Novas eleições no Brasil é uma questão de vida ou morte. De um lado o fascista Bolsonaro e do outro o patriota Luis Ignacio. . 
@OutBolsonaro",negative
433,Maísa declara voto em Lula e faz apelo sobre as eleições. Veja em OFuxico,positive
434,"Ja mencionei, o gado com vc consegue ser mais perigoso que o sistema,  pois vc chupa as bolas do Bolsonaro, Policia, eleições,  enfim o Estado.",negative
435,Lula no segundo turno das eleições presidenciais!!,neutral
436,"Adianta muito jogar melhor e perder o Titulo! 
Vai acontecer a mesma coisa com você
Acha que esta melhor que o bolsonaro e vai perder as eleições!! 
Dia 30 esta chegando ...",positive
437,Acaba logo eleições não aguento mais isso de lula x Bolsonaro,positive
438,Orçamento secreto já bateu todos os esquemas! Sob as bençãos $$$$ de Bolsonaro,positive
439,"Mandei no grupo da família de Belém e interior do Pará, Altamira. Tchau Bolsonaro",neutral
440,Pesquisa Brasmarket - Bolsonaro avança! ,positive
441,"Lula 52 , Inominável 48, amém ?",positive
442,Passando aqui só pra te dizer que não sou petista e sim anti Bolsonaro ,negative
443,"Esse twitt vai ser o símbolo da desgraça, espero que eu morda, arranque minha língua pois oque Quero é um pais foda, memso caso o lula ganhe as eleições.

Mas você Miro, Vai ser o símbolo da destruição desse país caso a corrupção do governo Lula se repita por mais 4 anos.",positive
444,"Dentre as várias defesas da candidatura de Lula (13), existe uma que já é um ABSURDO só pelo fato da necessidade em defendê-la.

A Terra  é  R E D O N D A ! 

Isso demonstra o que representa estas eleições: 
Civilização x Barbárie!",positive
445,O lula é um bosta mentiroso que não vale nada nem pra se merda ele serve,negative
446,"Eleições reta final 2022
Lula Presidente com certeza
Lula urgente 
Fora Bolsonaro genocida 
Veja o vídeo no YouTube:",positive
447,"Será que é por que ele baleou um PF. Não sou especialista, mas acho muito conveniente essa bagunça logo durante a live e a uma semana das eleições. Não confio em que foi aliado do Lula e delator na lava jato.",negative
448,"A campanha do Lula tem que debater acima disso, o Lula tem que ir pra cima disso no debate.",negative
449,"R. Jefferson está esperando ter indulto após as eleições caso Bolsonaro ganhe. Bolsonaro já disse que ele teve postura de bandido. Se Lula ganhar, R.J continua preso, se Bolsonaro ganhar terá que mantê-lo preso senão se queima. Aí, segura o R Jefferson. Traído, abrirá a boca.",negative
450,"Essa é a prova que vocês estão perseguindo o Bolsonaro por qualquer coisa ! É a irresponsabilidade de um veículo profissional e verificado, tentando interferir diretamente no resultado das eleições. É revoltante !",positive
451,"Deixa de ser tapado. Eleições passada Bolsonaro estava se recuperando da faca que vcs da esquerda arquitetaram.
Só que foge é o RATO CORRUPTO!",negative
452,"Eleições 2022 

DataFórum: após Bolsonaro rifar Roberto Jefferson, bolsonarismo entra em parafuso  

Leia mais: https://bit.ly/3f2gyIf",negative
453,"Apagar fogo  com gasolina. Mas pode ser com etanol, querosene...tudo vai incendiar as eleições e favorecer Lula presidente!",positive
454,concordo essa semana eu só sairia no meio da semana até pq tem as eleições domingo né mas to me guardando pra vitória de lula e a grande cachaça que será,negative
455,"Corja maldita 
Querem isso , rachar as pessoas pro candido deles vencer as eleições
Eles sao Lula . Não duvidem",positive
456,"Claro que Bolsonaro teve que condenar os atos de seu aliado, estamos a menos de uma semana das eleições. É impressionante como o Clarion cai na ondinha do "" Bolsonaro oprimido pela mídia e pela esquerda"".",negative
457,"""A esquerda brasileira tenta amordaçar discurso político...Liderados por um juíz notoriamente anti-Bolsonaro, o TSE conquistou poderes extraordinários e os está usando para amordaçar os críticos de "" A censura e parcialidade adotada nas eleições chegaram ao Wall street journal",positive
458,"De uma coisa eu  sei , o BOLSONARO só perderá essas eleições, se mais uma vez , houver corrupção nas urnas.
 #BolsonaroReeleito",negative
459,"Se for assim, o Lula é seu vice já foram ""inimigos "" políticos  e hoje está juntos.Isso é política,  todos agem assim, seu companheiro  político hoje pode ser seu adversário  amanhã  e vice -versa. Ninguém  escapa, não  sejamos hipócritas!",negative
460,"Antigo sonho de #Lula pode ser a realidade de #Bolsonaro a partir de 2023. Caso reeleito, Bolsonaro terá as maiores bancadas no #Congresso e #Senado, além de ter como aliado os governadores dos três maiores colégios eleit...

#eleições #Eleicoes

https://bit.ly/3Svwtwt",positive
461,"Bolsonaro já respondeu que não tem ligações com Roberto Jefferson e as fotos enganam, pois Roberto Jefferson colocou Bolsonaro na justiça antes das eleições, se informem Esquerdistas. #Bolsonarismo",negative
462,"IMPECÁVEL! Bolsonaro rememora falas e ações do ex-presidiário e do PT no poder. No final, fica evidenciado todos os riscos que corremos, caso o Lula vença as eleições.",negative
463,"Bolsonaro amplia vantagem sobre Lula.
Estamos aumentando galera, vamos virar mais votos e garantir as eleições!",positive
464,"<<<ATENÇÃO>>>
Em entrevista ao SBT , o Presidente respondendo uma pergunta. A partir de 15:41 ele responde sobre “ O CORTE” . Depois siga o fio
Entrevista com Jair Bolsonaro | SBT Eleições 2022 https://youtu.be/VLVk2we5JTk via 
@YouTube",positive
465,"Estratégia de Bolsonaro para se dissociar de Jefferson confunde aliados; PT vai explorar episódio | Eleições 2022 | O Globo https://oglobo.globo.com/politica/eleicoes-2022/noticia/2022/10/estrategia-de-bolsonaro-para-se-dissociar-de-jefferson-confunde-aliados-pt-vai-explorar-episodio.ghtml…

AGORA O VAGABUNDO GENOCIDA PEDÓFILO diz que não conhece ROBERTO JEFERSON....

PUTA QUE O PARIU .....como é CARA DE PAU !!!",negative
466,"Não, o que aconteceu foi uma nulidade processual devido a parcialidade do juiz que agiu como inimigo do réu e não julgador, agiu em conluio com MP para tirar Lula das eleições um mês antes e nem era o juiz apto a julgar o cara. Qualquer pessoa com o mínimo de discernimento perceb",negative
467,"Contra todas as forças do mal, Bolsonaro continua firme e forte como uma muralha. As testemunhas dessa história foram escolhidas. A guerra é espiritual. E seja qual for o resultado das eleições, será pela vontade de Deus.",positive
468,"Aqui temos uma mística interessante, a gente vota descolado governos executivos, pelo menos nas eleições em que Lula e Dilma participaram, eles saíram vitoriosos no Estado, mas no governo estadual elegemos os opositores. Está voltando ao normal as coisas por aqui",negative
469,"Tô estranhando uma coisa, não era você que tinha certeza que iria ganhar essas eleições? Que papo é esse de reeleição de Bolsonaro? Não estou entendendo!

Há, deve ser o resultado de nossas orações!
Obrigada Deus!",negative
470,"To assistindo o DL show de ontem com o 
@LulaOficial
 , e na hora que o Lula assimou a carteira de trabalho do 
@LoadComics
 eu chorei.... cara sério.
Que a verdade vença nas eleições 
@cauemoura
 to felizona por vcs!!!!! 1mi d visualizações!!!",negative
471,"Entenda a ordem de votação para presidente e governador no segundo turno das eleições, que acontece no próximo domingo (30)

Lula | Bolsonaro | eleições | voto | pesquisa eleitoral | presidente | governador | tse",neutral
472,"Vai nessa que a Brasmarket é super confiável, Bolsonaro deve estar agora de férias nas Maldivas já que foi eleito em 1° turno né?",positive
473,"SERÁ UM MILAGRE SE bolsonaro (b) PERDER AS ELEIÇÕES.

Nunca se usou tanta trapaça como este traste está usando para se reeleger.
Alguém terá de pagar a conta, vença quem vencer.

Ah,
MILAGRES ACONTECEM.

Dia 30/10, não se precisa votar em Lula ou no PT, basta votar pelo Brasil.",positive
474,"Quase 7 pontos! 
Se a abstenção, nulos e brancos somarem 50 milhões (triste realidade das últimas eleições, desde 2014), ainda assim 7 pontos são cerca de 7 milhões de votos a mais, de Bolsonaro sobre Lula.",positive
475,"Nada foi realizado sem planejamento e cálculo. O objetivo era criar uma narrativa sete dias antes das eleições. Eleito Bolsonaro iria indultar (perdoar) Roberto Jefferson que seria aclamado herói dos bolsonaristas, mas a execução do plano deu errado.",negative
476,"6 dias para as eleições. Próximo domingo irei votar de vermelho, não há razão pra mais medo, a moto está adesivada, o carro com duas bandeiras do Lula em cada lado, precisamos de coragem pra mudar, o lado certo já sabemos, e é Lula 13 ",positive
477,PEGA FOGO: Blogueiro extremista Allan dos Santos diz em vídeo que Alexandre De Moraes conseguiu colocar “patriota contra patriota” ao comentar a prisão de Roberto Jefferson e a reação de Bolsonaro:,negative
478,Tá tão na cara que Lula não deseja se eleger. A escolha mais burra que a dita esquerda fez nessas eleições.,negative
479,"Defender Bob Jeff? Burrice tem limite. O Bolsonaro só vai conseguir mudar alguma coisa nesse país se vencer essas eleições. Porque? Simples, vencendo ele indicará dois ministros para o STF. Alexandre de Moraes será impeachmado. Mais um. A balança ficará equilibrada. Pensem.",positive
480,"Sensação de que, independente do resultado das eleições, o pior está por vir.
Lula ganhando, haverá um trabalho hercúleo para manter esse arremedo de democracia, já que eles farão de tudo para ruir o governo. Se bozo ganhar… Bom, mais 4 anos desse caos.",positive
481,"Sensação de que, independente do resultado das eleições, o pior está por vir.
Lula ganhando, haverá um trabalho hercúleo para manter esse arremedo de democracia, já que eles farão de tudo para ruir o governo. Se bozo ganhar… Bom, mais 4 anos desse caos.",positive
